release_id,track_name,artist,genre,release_type,is_feature,editorial_tier,ml,ml_bin,tier,wk1,locked,live_ols_pred,live_pred,live_ols_log_resid,live_ratio,locked_ratio,A_pred,A_ols_log_resid,A_ratio,A_cooks_dropped,A_cooks_d0_dropped,B_pred,B_ols_log_resid,B_ratio,B_cooks_dropped,B_cooks_d0_dropped,C_pred,C_ols_log_resid,C_ratio,C_cooks_dropped,C_cooks_d0_dropped,D_pred,D_ols_log_resid,D_ratio,D_cooks_dropped,D_cooks_d0_dropped,E_pred,E_ols_log_resid,E_ratio,E_cooks_dropped,E_cooks_d0_dropped
d8f0f831-841f-4743-8ddb-4a413ab68512,Telekinesis,Zingara,dubstep,single,False,0,303000.0,100k-500k,developing,65122,53908,45701.36532036365,45701.36532036365,0.3541342605803717,1.4249464877799372,1.2080210729390815,40622.20386643086,0.47194762337546514,1.603113415858147,False,False,41067.09914220862,0.46105514031724404,1.5857462874232535,False,False,40153.833069875516,0.48354452917834045,1.6218127889976282,False,False,45043.56556376638,0.36863228867325226,1.4457558851065948,False,False,45300.075931275576,0.36295372507869494,1.437569334294188,False,False
9760bc2d-7cd0-4352-934e-fb775efa681a,KOOLAID MAN,LSDREAM,melodic-bass,single,False,1,400000.0,100k-500k,developing,74971,85381,93752.46685130538,93752.46685130538,-0.22355660549011525,0.7996696248953808,0.8780759185298836,92549.80633943186,-0.21064557442582021,0.8100611223867876,False,False,90775.66796483997,-0.19128990364549203,0.8258931240146691,False,False,85767.97467053443,-0.13454430913372128,0.874114146777868,False,False,114575.94137638238,-0.4241364745125953,0.6543345758226851,False,False,116243.37834267106,-0.4385847102571905,0.6449485645452836,False,False
b34ab02f-88b1-42eb-a8f1-54faa6358a46,Pull Me Closer,LSDREAM,melodic-bass,single,True,1,403000.0,100k-500k,developing,160631,158970,91587.26601959876,91587.26601959876,0.5618175642744383,1.7538573535498545,1.0104485122979179,94632.6174205418,0.5291075993780812,1.6974168566654482,False,False,95640.08722773685,0.5185177544053143,1.679536318463488,False,False,91576.90188965049,0.5619307319324758,1.7540558447102657,False,False,103453.08925396345,0.43999154300114895,1.5526940873236994,False,False,105219.77394950889,0.4230585610975801,1.5266236941079243,False,False
1ab2927f-c9bf-404b-b5a0-65e0fef90553,The Other Side,Level Up,house,single,False,0,430000.0,100k-500k,developing,59488,62619,50463.637540875396,50463.637540875396,0.16452158331282618,1.1788290123123784,0.9499992015203054,43144.53443247481,0.32121886640127073,1.378807322468718,True,False,43117.748476029825,0.32183990160698883,1.379663876305387,True,False,40915.55956225376,0.3742641914402345,1.4539212132608852,True,False,55201.55233423608,0.07478353665436899,1.0776508537261815,True,False,56309.30578983277,0.05491480071233035,1.0564506020022926,True,False
19feb499-caaa-436c-9010-ecdc4ef57d0a,Love Is The Dance,Âme,house,focus_track,True,1,473000.0,100k-500k,developing,105276,194082,95836.59979262507,101586.79578018258,0.09394081715321612,1.0363157848565305,0.5424305190589545,90467.7505726219,0.07902134016415197,1.1636853943382948,False,False,91983.15236309433,0.07310463542492762,1.1445139386442582,False,False,86825.62336380396,0.13080829106899117,1.2124992130363175,False,False,106728.28489401797,-0.0755761420033263,0.9863926896655362,False,False,109257.94957849603,-0.09900152713285237,0.963554600888467,False,False
cc49328f-6d0c-4445-85ff-ce848650d680,Ankaa,CloZee,melodic-bass,single,True,1,500000.0,500k-2M,mid,149552,174339,97355.01753567293,97355.01753567293,0.4292798867517309,1.5361509225264223,0.8578229770734029,98210.91708275744,0.42052677733677335,1.5227635016785352,False,False,98645.35472736733,0.41611301550029367,1.5160571971516217,False,False,92643.36847963864,0.47888678431330156,1.6142763638054554,False,False,73676.94679603873,0.707954206059183,2.0298343851572405,False,False,73763.16705164089,0.7067846428625693,2.027461753307041,False,False
acad0151-eeb9-4105-a3d8-eb20a323653e,Freak No More,AC Slater,melodic-bass,single,False,0,537000.0,500k-2M,mid,64150,68865,53741.0627459755,53741.0627459755,0.1770467123724888,1.193686851769674,0.9315327089232557,44826.37192088224,0.35842746588415686,1.4310772264421405,False,False,44527.526411524974,0.3651165220801573,1.4406818696175356,False,False,42103.926094634975,0.42108309831678703,1.5236108826481674,False,False,39462.97618170248,0.48586117056164646,1.6255743029777867,False,False,39530.4731362437,0.4841522447823401,1.6227986894794784,False,False
06559c79-4f6b-4652-82fe-105f069045ab,Valley Of Violence - Borgore Remix,Zomboy,big-room,alternate_version,False,1,540000.0,500k-2M,mid,63833,83696,102067.97750565501,83695.7415546371,-0.4693687394346959,0.7626791855154234,0.7626768304339514,93556.94689127282,-0.42312200506838593,0.6822903282017476,False,False,91944.66649507555,-0.39537585444213086,0.6942545166925894,False,False,86082.13962502297,-0.3294908618210801,0.7415359362355413,False,False,83129.6322384154,-0.2945901330776657,0.7678729988474777,False,False,83066.33185189434,-0.29382837703950315,0.7684581535851733,False,False
2cf739fc-b447-4052-a87a-d58fc0b115ef,Time Machine,Zomboy,dubstep,single,True,1,540000.0,500k-2M,mid,123642,180176,99499.98000030164,99499.98000030164,0.2172328499653755,1.2426334156009395,0.686229020513276,99520.30545669938,0.21702859484211778,1.2423796272791365,False,False,99762.39454343502,0.21459898900254615,1.2393647983877147,False,False,94716.99273236153,0.2664968715211238,1.305383505464229,False,False,77045.79817068033,0.47299026664919097,1.6047857629574378,False,False,77155.28824523673,0.4715701716874534,1.6025084321764966,False,False
f4b1e800-ba7e-4175-9b8a-7a8c96346890,Bromance is Dead,Zomboy,dubstep,single,False,1,543000.0,500k-2M,mid,84712,97310,102228.22956724682,102228.22956724682,-0.18795059035764616,0.8286556498004843,0.8705374576097009,97548.11264445462,-0.14108845118285807,0.8684124961880098,False,False,94865.60400249441,-0.11320392713646577,0.8929685410296083,False,False,88886.00121070376,-0.04809739529627777,0.953040960850412,False,False,85976.92678007875,-0.014821698873381806,0.9852876018316598,False,False,85913.00770141427,-0.014077977819516363,0.9860206535244546,False,False
