Ad account,Currency,Reporting starts,Reporting ends,Campaign name,Campaign delivery,Attribution setting,Results,Result indicator,Reach,Frequency,Cost per results,Ad set budget,Ad set budget type,Amount spent,Ends,Impressions,CPM,Link clicks,shop_clicks,CPC (link click),CTR (link click-through rate),Clicks (all),CTR (all),CPC (all),Landing page views,Cost per landing page view,Results (initial),Results (initial) indicator
RLM-Electronic-2,USD,2023-07-04,2026-08-04,Dirt Monkey - (RE)EVOLUTION VOL. 4 Release (Video Views),completed,7-day click or 1-day view,6359,video_thruplay_watched_actions,32343,1.801224,0.03931436,Using ad set budget,0,250,2024-06-18,58257,4.29133,225,,1.111111,0.38622,1459,2.50442,0.17135,,,,
RLM-Electronic-2,USD,2023-07-04,2026-08-04,HE$H - Swerve Release (Video Views),inactive,7-day click or 1-day view,1433,video_thruplay_watched_actions,10366,1.658788,0.07004187,Using ad set budget,0,100.37,2024-07-10,17195,5.837162,50,,2.0074,0.290782,385,2.239023,0.260701,,,,
RLM-Electronic-2,USD,2023-07-04,2026-08-04,HE$H - Swerve Release (Video Views) - Copy,completed,7-day click or 1-day view,3878,video_thruplay_watched_actions,20172,1.59771,0.05801702,Using ad set budget,0,224.99,2024-07-05,32229,6.98098,76,,2.960395,0.235812,543,1.684818,0.414346,,,,
RLM-Electronic-2,USD,2023-07-04,2026-08-04,Dirt Monkey - Light Years Release (Awareness),completed,7-day click or 1-day view,4834,video_thruplay_watched_actions,31023,1.924089,0.05169632,Using ad set budget,0,249.9,2024-10-02,59691,4.186561,95,,2.630526,0.159153,1195,2.001977,0.209121,64,3.904688,,
RLM-Electronic-2,USD,2023-07-04,2026-08-04,Dirt Monkey - Light Years Release Boost (Awareness),completed,7-day click or 1-day view,2539,video_thruplay_watched_actions,13453,1.206943,0.03933832,Using ad set budget,0,99.88,2024-09-25,16237,6.151383,44,,2.27,0.270986,139,0.856069,0.718561,35,2.853714,,
RLM-Electronic-2,USD,2023-07-04,2026-08-04,Zomboy - Project Z (Awareness) MX,completed,7-day click or 1-day view,46173,video_thruplay_watched_actions,268774,2.723001,0.00974596,450,Lifetime,450,2024-10-11,731872,0.614862,564,,0.797872,0.077063,5243,0.716382,0.085829,,,,
RLM-Electronic-2,USD,2023-07-04,2026-08-04,Zomboy - Project Z (Awareness) US,completed,7-day click or 1-day view,11267,video_thruplay_watched_actions,38857,2.540701,0.03993965,450,Lifetime,450,2024-10-11,98724,4.558162,210,,2.142857,0.212714,1066,1.079778,0.422139,,,,
RLM-Electronic-2,USD,2023-07-04,2026-08-04,Borgore - FIND SOMEONE Release (Awareness),inactive,7-day click or 1-day view,8396,video_thruplay_watched_actions,53759,2.056474,0.05955217,500,Lifetime,500,2024-10-30,110554,4.522677,122,,4.098361,0.110353,950,0.859309,0.526316,66,7.575758,,
RLM-Electronic-2,USD,2023-07-04,2026-08-04,GHENGAR Click VIP (Video Views),inactive,7-day click or 1-day view,12025,video_thruplay_watched_actions,58363,1.66071,0.03187692,Using ad set budget,0,383.32,2024-11-07,96924,3.954851,226,,1.696106,0.233172,2192,2.261566,0.174872,175,2.1904,,
RLM-Electronic-2,USD,2023-07-04,2026-08-04,ZOMBOY - Delete Me (Awareness) US,completed,7-day click or 1-day view,22042,video_thruplay_watched_actions,135835,1.84328,0.04536793,1000,Lifetime,1000,2024-11-15,250382,3.993897,391,,2.557545,0.156161,5625,2.246567,0.177778,268,3.731343,,
RLM-Electronic-2,USD,2023-07-04,2026-08-04,ZOMBOY - Delete Me (Awareness) MX,completed,7-day click or 1-day view,98988,video_thruplay_watched_actions,797129,2.644756,0.01010223,1000,Lifetime,1000,2024-11-15,2108212,0.474336,2346,,0.426257,0.111279,18119,0.859449,0.055191,718,1.392758,,
RLM-Electronic-2,USD,2023-07-04,2026-08-04,GHENGAR - ADHD EP (Awareness),completed,7-day click or 1-day view,10799,video_thruplay_watched_actions,41258,2.02402,0.02315029,250,Lifetime,250,2024-12-30,83507,2.993761,242,,1.033058,0.289796,2769,3.31589,0.090285,191,1.308901,,
RLM-Electronic-2,USD,2023-07-04,2026-08-04,Grabbitz - Hero pt. 2 (Traffic),completed,7-day click or 1-day view,3314,actions:link_click,50507,1.742907,0.15087508,500,Lifetime,500,2024-12-30,88029,5.679946,3314,,0.150875,3.764668,3843,4.365607,0.130107,,,,
RLM-Electronic-2,USD,2023-07-04,2026-08-04,LEVEL UP - SAPPHIRE SOULS EP (Awareness),inactive,7-day click or 1-day view,14064,video_thruplay_watched_actions,42856,1.617113,0.03555176,500,Lifetime,500,2025-01-24,69303,7.214695,146,,3.424658,0.210669,771,1.112506,0.648508,,,,
RLM-Electronic-2,USD,2023-07-04,2026-08-04,GHENGAR - HELP ME (Awareness),completed,7-day click or 1-day view,10857,video_thruplay_watched_actions,42559,1.71207,0.02302662,250,Lifetime,250,2025-02-28,72864,3.43105,144,,1.736111,0.197628,1162,1.594752,0.215146,123,2.03252,,
RLM-Electronic-2,USD,2023-07-04,2026-08-04,Zen Selekta - The Mind Killer EP (Awareness),completed,7-day click or 1-day view,12125,video_thruplay_watched_actions,49351,1.327916,0.02061773,250,Lifetime,249.99,2025-03-14,65534,3.814661,149,,1.677785,0.227363,2393,3.65154,0.104467,55,4.545273,,
RLM-Electronic-2,USD,2023-07-04,2026-08-04,GHENGAR x Usaybflow - BANANAS (Video Views),completed,7-day click or 1-day view,9457,video_thruplay_watched_actions,42186,1.376736,0.02643544,250,Lifetime,250,2025-07-06,58079,4.304482,112,,2.232143,0.192841,671,1.155323,0.372578,42,5.952381,,
RLM-Electronic-2,USD,2023-07-04,2026-08-04,A Hundred Drums - Fearless EP,completed,7-day click or 1-day view,7885,video_thruplay_watched_actions,36886,1.295207,0.0317007,250,Lifetime,249.96,2025-07-28,47775,5.232025,29,,8.61931,0.060701,672,1.406593,0.371964,1,249.96,,
RLM-Electronic-2,USD,2023-07-04,2026-08-04,Dirt Monkey - CRAB CAKE (Awareness),completed,7-day click or 1-day view,10505,video_thruplay_watched_actions,46404,1.401711,0.02378582,250,Lifetime,249.87,2025-09-01,65045,3.841494,117,,2.135641,0.179875,1779,2.73503,0.140455,41,6.09439,,
RLM-Electronic-2,USD,2023-07-04,2026-08-04,GHENGAR x Izzy Vadim - HOOLIGANS - Awareness,completed,7-day click or 1-day view,6665,video_thruplay_watched_actions,38012,1.188677,0.03747937,250,Lifetime,249.8,2025-09-22,45184,5.528506,45,,5.551111,0.099593,730,1.615616,0.342192,39,6.405128,,
RLM-Electronic-2,USD,2023-07-04,2026-08-04,Elderbrook - Teardrop Boost (Engagement),completed,7-day click or 1-day view,2748,actions:post_interaction_gross,78970,1.059668,0.09095342,250,Lifetime,249.94,2025-10-15,83682,2.986783,4,,62.485,0.00478,374,0.44693,0.668289,,,,
RLM-Electronic-2,USD,2023-07-04,2026-08-04,Elderbrook - Teardrop (Awareness),inactive,7-day click or 1-day view,42935,video_thruplay_watched_actions,124344,1.39488,0.0385301,2001.53,Lifetime,1654.29,2025-10-29,173445,9.537836,204,,8.109265,0.117617,878,0.506212,1.884157,,,,
RLM-Electronic-2,USD,2023-07-04,2026-08-04,Elderbrook - Teardrop (Traffic),completed,7-day click or 1-day view,3614,actions:link_click,42002,1.247179,0.09691201,350.33,Lifetime,350.24,2025-10-31,52384,6.686011,3614,,0.096912,6.899053,3839,7.328574,0.091232,3257,0.107535,,
RLM-Electronic-2,USD,2023-07-04,2026-08-04,Elderbrook - Bette Davis Eyes Boost (Engagement),completed,7-day click or 1-day view,13906,actions:post_interaction_gross,135574,1.744715,0.0359557,500,Lifetime,500,2025-12-12,236538,2.113825,,,,,960,0.405854,0.520833,,,,
RLM-Electronic-2,USD,2023-07-04,2026-08-04,Elderbrook - Bette Davis Eyes (Traffic),completed,7-day click or 1-day view,18155,actions:link_click,215987,1.804109,0.0822341,1493,Lifetime,1492.96,2025-12-22,389664,3.831403,18155,,0.082234,4.659142,28543,7.325029,0.052306,15482,0.096432,,
RLM-Electronic-2,USD,2023-07-04,2026-08-04,Rhye - Close Your Mouth (Traffic),completed,7-day click or 1-day view,8316,actions:link_click,95321,1.688358,0.12018398,1000,Lifetime,999.45,2026-04-06,160936,6.210233,8316,,0.120184,5.167271,13876,8.622061,0.072027,7300,0.136911,,
RLM-Electronic-2,USD,2023-07-04,2026-08-04,Caleb Jackson - Foreva (Awareness),completed,7-day click or 1-day view,4374,video_thruplay_watched_actions,26198,1.410566,0.02374028,104.02,Lifetime,103.84,2026-04-02,36954,2.80998,8,,12.98,0.021649,247,0.668399,0.420405,,,,
RLM-Electronic-2,USD,2023-07-04,2026-08-04,O'Flynn - Kairos (Awareness),completed,7-day click or 1-day view,15047,video_thruplay_watched_actions,135921,1.591763,0.03322722,500,Lifetime,499.97,2026-04-24,216354,2.310889,143,,3.496294,0.066095,1285,0.593934,0.389082,13,38.459231,,
RLM-Electronic-2,USD,2023-07-04,2026-08-04,LL & BS - Cinnamon Flower (Traffic),completed,7-day click or 1-day view,407,actions:link_click,5545,1.666186,0.16444717,66.96,Lifetime,66.93,2026-06-22,9239,7.244291,407,,0.164447,4.405239,686,7.425046,0.097566,350,0.191229,,
RLM-Electronic-2,USD,2023-07-04,2026-08-04,Dirt monkey - Re(evolution) boost  (Engagement,inactive,7-day click or 1-day view,,,0,0,,Using ad set budget,0,0,2024-06-19,0,0,,,,,0,0,0,,,,
RLM-Electronic-2,USD,2023-07-04,2026-08-04,GRiZ x Wooli - Chaos Theory Single Release (Awareness),inactive,7-day click or 1-day view,,,0,0,,500,Lifetime,0,2025-06-30,0,0,,,,,0,0,0,,,,
RLM-Electronic-2,USD,2023-07-04,2026-08-04,Pretty Girl - Step Body Step (Traffic),not_delivering,7-day click or 1-day view,8378,actions:omni_landing_page_view,96134,1.909845,0.1610814,1350,Lifetime,1349.54,2026-07-24,183601,7.350396,8575,,0.157381,4.670454,20094,10.944385,0.067161,8378,0.161081,,
RLM-Electronic-2,USD,2023-07-04,2026-08-04,Morixo - The Emotion (Traffic),active,-,281,actions:link_click,7207,1.351741,0.28423488,250,Lifetime,79.87,2026-08-14,9742,8.198522,281,,0.284235,2.884418,304,3.120509,0.26273,184,0.434076,,
Soshmosh,USD,2026-02-06,2026-08-04,On Holiday (Awareness),inactive,7-day click or 1-day view,11818,video_thruplay_watched_actions,31715,1.127857,0.00836267,100,Lifetime,98.83,2026-02-25,35770,2.76293,35,,2.823714,0.097847,140,0.391389,0.705929,,,,
Soshmosh,USD,2026-02-06,2026-08-04,On Holiday (LPV),inactive,7-day click or 1-day view,587,actions:omni_landing_page_view,7385,1.30264,0.0970017,10,Daily,56.94,2026-03-07,9620,5.918919,526,,0.108251,5.467775,872,9.064449,0.065298,587,0.097002,,
Soshmosh,USD,2026-02-06,2026-08-04,On Holiday EP (Traffic),completed,7-day click or 1-day view,1121,actions:omni_landing_page_view,15765,1.551665,0.12815343,144.23,Lifetime,143.66,2026-04-10,24462,5.872782,833,,0.172461,3.405282,1790,7.317472,0.080257,1121,0.128153,,
Soshmosh,USD,2026-02-06,2026-08-04,Oio - Always On,active,7-day click or 1-day view,8868,actions:link_click,61559,1.674085,0.05503834,5,Daily,488.08,Ongoing,103055,4.736112,8868,,0.055038,8.605114,9825,9.533744,0.049677,6417,0.07606,,
Su-tronics,USD,2023-07-04,2026-08-04,Subtronics - Hallelujah Release - Video Views,completed,7-day click or 1-day view,61736,video_thruplay_watched_actions,214024,1.512793,0.02429603,Using ad set budget,0,1499.94,2024-08-09,323774,4.632676,1730,,0.867017,0.534323,6051,1.868896,0.247883,1362,1.101278,,
Su-tronics,USD,2023-07-04,2026-08-04,Subtronics - No One Does It Like Release (Awareness),completed,7-day click or 1-day view,16410,video_thruplay_watched_actions,59112,1.820612,0.03046862,500,Lifetime,499.99,2024-12-06,107620,4.645884,337,,1.48365,0.313139,2283,2.121353,0.219006,,,,
Su-tronics,USD,2023-07-04,2026-08-04,Subtronics - Fibonacci Part 1: Oblivion (Awareness),completed,7-day click or 1-day view,24102,video_thruplay_watched_actions,94115,1.755044,0.04148743,1000,Lifetime,999.93,2025-04-18,165176,6.053725,460,,2.173761,0.278491,1844,1.116385,0.542261,,,,
Su-tronics,USD,2023-07-04,2026-08-04,Subtronics - Fibonacci Part 1: Oblivion (Traffic),completed,7-day click or 1-day view,6394,actions:link_click,85093,1.893164,0.15639506,1000,Lifetime,999.99,2025-04-18,161095,6.207455,6394,,0.156395,3.969087,8127,5.044849,0.123045,,,,
Su-tronics,USD,2023-07-04,2026-08-04,Subtronics - Hunter Release (Video Views),completed,7-day click or 1-day view,27269,video_thruplay_watched_actions,71749,1.795732,0.01833364,500,Lifetime,499.94,2025-05-16,128842,3.880256,399,,1.252982,0.309682,1518,1.178187,0.329341,,,,
Su-tronics,USD,2023-07-04,2026-08-04,Subtronics - Legends (Video Views),completed,7-day click or 1-day view,12292,video_thruplay_watched_actions,53754,1.899152,0.0203368,250,Lifetime,249.98,2025-06-20,102087,2.448696,235,,1.063745,0.230196,3048,2.985689,0.082014,,,,
Su-tronics,USD,2023-07-04,2026-08-04,Subtronics - Itchy Scratchy (Video Views),completed,7-day click or 1-day view,37322,video_thruplay_watched_actions,104269,1.546404,0.01339076,500,Lifetime,499.77,2025-08-22,161242,3.099503,514,,0.972315,0.318776,2624,1.627368,0.190461,,,,
Su-tronics,USD,2023-07-04,2026-08-04,Subtronics - Eyes Cut Deeper (ft. Inez) (LPV),inactive,7-day click or 1-day view,27340,actions:omni_landing_page_view,430741,1.745782,0.18246928,Using ad set budget,0,4988.71,Ongoing,751980,6.634099,37317,,0.133685,4.962499,46004,6.117716,0.108441,27340,0.182469,,
Su-tronics,USD,2023-07-04,2026-08-04,Subtronics - Fall Back to Nothing (LPV),inactive,7-day click or 1-day view,30073,actions:omni_landing_page_view,435330,1.751908,0.16491803,Using ad set budget,0,4959.58,2026-07-24,762658,6.50302,46933,,0.105674,6.153872,54042,7.086007,0.091773,30073,0.164918,,
Su-tronics,USD,2023-07-04,2026-08-04,Subtronics - Hallelujah Release Boost - Engagement,inactive,7-day click or 1-day view,,,0,0,,Using ad set budget,0,0,Ongoing,0,0,,,,,0,0,0,,,,
